ID	Symbol	Name	Gene Groups
23284	ADGRL3	adhesion G protein-coupled receptor L3	Olfactomedin domain containing , Adhesion G protein-coupled receptors, subfamily L
64123	ADGRL4	adhesion G protein-coupled receptor L4	Adhesion G protein-coupled receptors, subfamily L
84059	ADGRV1	adhesion G protein-coupled receptor V1	Adhesion G protein-coupled receptors, subfamily V, USH2 complex 
124	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	Alcohol dehydrogenases
125	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	Alcohol dehydrogenases
126	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	Alcohol dehydrogenases
127	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	Alcohol dehydrogenases
128	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	Alcohol dehydrogenases
130	ADH6	alcohol dehydrogenase 6 (class V)	Alcohol dehydrogenases
131	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	Alcohol dehydrogenases
137872	ADHFE1	alcohol dehydrogenase iron containing 1	Alcohol dehydrogenases
55256	ADI1	acireductone dioxygenase 1	
149685	ADIG	adipogenin	
9370	ADIPOQ	adiponectin, C1Q and collagen domain containing	C1q and TNF related 
51094	ADIPOR1	adiponectin receptor 1	Progestin and adipoQ receptor family, Adiponectin receptors
79602	ADIPOR2	adiponectin receptor 2	Progestin and adipoQ receptor family, Adiponectin receptors
10974	ADIRF	adipogenesis regulatory factor	
54976	ADISSP	adipose secreted signaling protein	
132	ADK	adenosine kinase	
133	ADM	adrenomedullin	Neuropeptides
79924	ADM2	adrenomedullin 2	Neuropeptides
199800	ADM5	adrenomedullin 5 (putative)	
23394	ADNP	activity dependent neuroprotector homeobox	Zinc fingers C2H2-type, ZF class homeoboxes and pseudogenes
22850	ADNP2	ADNP homeobox 2	Zinc fingers C2H2-type, ZF class homeoboxes and pseudogenes
84890	ADO	2-aminoethanethiol dioxygenase	
134	ADORA1	adenosine A1 receptor	Adenosine receptors
135	ADORA2A	adenosine A2a receptor	Adenosine receptors
136	ADORA2B	adenosine A2b receptor	Adenosine receptors
140	ADORA3	adenosine A3 receptor	Adenosine receptors, V-set domain containing
83440	ADPGK	ADP dependent glucokinase	
141	ADPRH	ADP-ribosylarginine hydrolase	
113622	ADPRHL1	ADP-ribosylhydrolase like 1	
56985	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	Sugar phosphatases
54936	ADPRS	ADP-ribosylserine hydrolase	
148	ADRA1A	adrenoceptor alpha 1A	Adrenoceptors
147	ADRA1B	adrenoceptor alpha 1B	Adrenoceptors
146	ADRA1D	adrenoceptor alpha 1D	Adrenoceptors
150	ADRA2A	adrenoceptor alpha 2A	Adrenoceptors
151	ADRA2B	adrenoceptor alpha 2B	Adrenoceptors
152	ADRA2C	adrenoceptor alpha 2C	Adrenoceptors
153	ADRB1	adrenoceptor beta 1	Adrenoceptors
154	ADRB2	adrenoceptor beta 2	Adrenoceptors
155	ADRB3	adrenoceptor beta 3	Adrenoceptors
11047	ADRM1	ADRM1 26S proteasome ubiquitin receptor	Proteasome
158	ADSL	adenylosuccinate lyase	Purinosome
122622	ADSS1	adenylosuccinate synthase 1	
159	ADSS2	adenylosuccinate synthase 2	
84830	ADTRP	androgen dependent TFPI regulating protein	
165	AEBP1	AE binding protein 1	MicroRNA protein coding host genes, M14 carboxypeptidases
121536	AEBP2	AE binding protein 2	Zinc fingers C2H2-type
64782	AEN	apoptosis enhancing nuclease	MicroRNA protein coding host genes, Exonucleases
60312	AFAP1	actin filament associated protein 1	Pleckstrin homology domain containing
134265	AFAP1L1	actin filament associated protein 1 like 1	Pleckstrin homology domain containing
84632	AFAP1L2	actin filament associated protein 1 like 2	Pleckstrin homology domain containing
4301	AFDN	afadin, adherens junction formation factor	PDZ domain containing
4299	AFF1	ALF transcription elongation factor 1	Super elongation complex, AF4/FMR2 family
2334	AFF2	ALF transcription elongation factor 2	Super elongation complex, AF4/FMR2 family
3899	AFF3	ALF transcription elongation factor 3	Super elongation complex, AF4/FMR2 family
27125	AFF4	ALF transcription elongation factor 4	Super elongation complex, AF4/FMR2 family
246269	AFG1L	AFG1 like ATPase	
166378	AFG2A	AFG2 AAA ATPase homolog A	AAA ATPases
79029	AFG2B	AFG2 AAA ATPase homolog B	AAA ATPases
10939	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	AAA ATPases
173	AFM	afamin	Albuminoid family
125061	AFMID	arylformamidase	
174	AFP	alpha fetoprotein	Albuminoid family
54812	AFTPH	aftiphilin	MicroRNA protein coding host genes
175	AGA	aspartylglucosaminidase	
116987	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	ArfGAPs, Ankyrin repeat domain containing, BAR-PH domain containing
116986	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	ArfGAPs, Ankyrin repeat domain containing, BAR-PH domain containing
116988	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	ArfGAPs, Ankyrin repeat domain containing, BAR-PH domain containing
119016	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	ArfGAPs, Ankyrin repeat domain containing, BAR-PH domain containing
729092	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	ArfGAPs, Ankyrin repeat domain containing, BAR-PH domain containing
414189	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	ArfGAPs, Ankyrin repeat domain containing, BAR-PH domain containing
642517	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	ArfGAPs, Ankyrin repeat domain containing, BAR-PH domain containing
123624	AGBL1	AGBL carboxypeptidase 1	Armadillo like helical domain containing, M14 carboxypeptidases
79841	AGBL2	AGBL carboxypeptidase 2	M14 carboxypeptidases
340351	AGBL3	AGBL carboxypeptidase 3	M14 carboxypeptidases
84871	AGBL4	AGBL carboxypeptidase 4	M14 carboxypeptidases
60509	AGBL5	AGBL carboxypeptidase 5	M14 carboxypeptidases
177	AGER	advanced glycosylation end-product specific receptor	C2-set domain containing, Scavenger receptors
3267	AGFG1	ArfGAP with FG repeats 1	ArfGAPs, MicroRNA protein coding host genes
3268	AGFG2	ArfGAP with FG repeats 2	ArfGAPs
55109	AGGF1	angiogenic factor with G-patch and FHA domains 1	G-patch domain containing
55750	AGK	acylglycerol kinase	
178	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	Glycoside hydrolase family
79814	AGMAT	agmatinase	
392636	AGMO	alkylglycerol monooxygenase	Fatty acid hydroxylase domain containing
26523	AGO1	argonaute RISC component 1	Argonaute RISC component family, RISC loading complex subunits
27161	AGO2	argonaute RISC catalytic component 2	Argonaute RISC component family, RISC loading complex subunits, Endoribonucleases
192669	AGO3	argonaute RISC catalytic component 3	Argonaute RISC component family, RISC loading complex subunits
192670	AGO4	argonaute RISC component 4	Argonaute RISC component family, RISC loading complex subunits
10554	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	Lysophospholipid acyltransferases, MicroRNA protein coding host genes, 1-acylglycerol-3-phosphate O-acyltransferases
10555	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	Lysophospholipid acyltransferases, 1-acylglycerol-3-phosphate O-acyltransferases
56894	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	Lysophospholipid acyltransferases, 1-acylglycerol-3-phosphate O-acyltransferases
56895	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	Lysophospholipid acyltransferases, 1-acylglycerol-3-phosphate O-acyltransferases
55326	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	Lysophospholipid acyltransferases, MicroRNA protein coding host genes, 1-acylglycerol-3-phosphate O-acyltransferases
8540	AGPS	alkylglycerone phosphate synthase	Flavoproteins
10551	AGR2	anterior gradient 2, protein disulphide isomerase family member	Protein disulfide isomerases
155465	AGR3	anterior gradient 3, protein disulphide isomerase family member	Protein disulfide isomerases
375790	AGRN	agrin	Proteoglycans
181	AGRP	agouti related neuropeptide	Neuropeptides
183	AGT	angiotensinogen	Serpin peptidase inhibitors, Neuropeptides
23287	AGTPBP1	ATP/GTP binding carboxypeptidase 1	Armadillo like helical domain containing, M14 carboxypeptidases
185	AGTR1	angiotensin II receptor type 1	Angiotensin receptors
186	AGTR2	angiotensin II receptor type 2	Angiotensin receptors
57085	AGTRAP	angiotensin II receptor associated protein	
189	AGXT	alanine--glyoxylate aminotransferase	
64902	AGXT2	alanine--glyoxylate aminotransferase 2	
25909	AHCTF1	AT-hook containing transcription factor 1	Nucleoporins
191	AHCY	adenosylhomocysteinase	
10768	AHCYL1	adenosylhomocysteinase like 1	Protein phosphatase 1 regulatory subunits
23382	AHCYL2	adenosylhomocysteinase like 2	
27245	AHDC1	AT-hook DNA binding motif containing 1	
54806	AHI1	Abelson helper integration site 1	WD repeat domain containing
79026	AHNAK	AHNAK nucleoprotein	PDZ domain containing
113146	AHNAK2	AHNAK nucleoprotein 2	PDZ domain containing
196	AHR	aryl hydrocarbon receptor	Basic helix-loop-helix proteins, PAS domain containing
57491	AHRR	aryl hydrocarbon receptor repressor	Basic helix-loop-helix proteins, PAS domain containing
10598	AHSA1	activator of HSP90 ATPase activity 1	
197	AHSG	alpha 2-HS glycoprotein	Cystatins, type 4
51327	AHSP	alpha hemoglobin stabilizing protein	
57379	AICDA	activation induced cytidine deaminase	Apolipoprotein B mRNA editing enzyme catalytic subunits
64853	AIDA	axin interactor, dorsalization associated	C2 domain containing
199	AIF1	allograft inflammatory factor 1	EF-hand domain containing
83543	AIF1L	allograft inflammatory factor 1 like	EF-hand domain containing
9131	AIFM1	apoptosis inducing factor mitochondria associated 1	Flavoproteins
84883	AIFM2	apoptosis inducing factor mitochondria associated 2	Flavoproteins
150209	AIFM3	apoptosis inducing factor mitochondria associated 3	
51390	AIG1	androgen induced 1	
9447	AIM2	absent in melanoma 2	Pyrin domain containing, Pyrin and HIN domain family
9255	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	Aminoacyl tRNA synthetase complex interacting multifunctional proteins
7965	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	Aminoacyl tRNA synthetase complex interacting multifunctional proteins, Small nucleolar RNA protein coding host genes
9049	AIP	aryl hydrocarbon receptor interacting protein	FKBP prolyl isomerases, MicroRNA protein coding host genes
23746	AIPL1	aryl hydrocarbon receptor interacting protein like 1	FKBP prolyl isomerases
326	AIRE	autoimmune regulator	PHD finger proteins
54955	AIRIM	AFG2 interacting ribosome maturation factor	
55966	AJAP1	adherens junctions associated protein 1	
389813	AJM1	apical junction component 1 homolog	
84962	AJUBA	ajuba LIM protein	Ajuba family
203	AK1	adenylate kinase 1	Adenylate kinases, MicroRNA protein coding host genes
204	AK2	adenylate kinase 2	Adenylate kinases
50808	AK3	adenylate kinase 3	Adenylate kinases
205	AK4	adenylate kinase 4	Adenylate kinases
26289	AK5	adenylate kinase 5	Adenylate kinases
102157402	AK6	adenylate kinase 6	Adenylate kinases, Ribosomal biogenesis factors
122481	AK7	adenylate kinase 7	Cilia and flagella associated, Adenylate kinases
158067	AK8	adenylate kinase 8	Adenylate kinases
221264	AK9	adenylate kinase 9	Adenylate kinases
642597	AKAIN1	A-kinase anchor inhibitor 1	
8165	AKAP1	A-kinase anchoring protein 1	A-kinase anchoring proteins, Protein phosphatase 1 regulatory subunits, Tudor domain containing
10566	AKAP3	A-kinase anchoring protein 3	A-kinase anchoring proteins
8852	AKAP4	A-kinase anchoring protein 4	A-kinase anchoring proteins
9495	AKAP5	A-kinase anchoring protein 5	A-kinase anchoring proteins
9472	AKAP6	A-kinase anchoring protein 6	A-kinase anchoring proteins
9465	AKAP7	A-kinase anchoring protein 7	A-kinase anchoring proteins
10270	AKAP8	A-kinase anchoring protein 8	A-kinase anchoring proteins
26993	AKAP8L	A-kinase anchoring protein 8 like	
10142	AKAP9	A-kinase anchoring protein 9	A-kinase anchoring proteins, Protein phosphatase 1 regulatory subunits
11216	AKAP10	A-kinase anchoring protein 10	A-kinase anchoring proteins
11215	AKAP11	A-kinase anchoring protein 11	A-kinase anchoring proteins, Protein phosphatase 1 regulatory subunits
9590	AKAP12	A-kinase anchoring protein 12	A-kinase anchoring proteins
11214	AKAP13	A-kinase anchoring protein 13	Pleckstrin homology domain containing, Dbl family Rho GEFs, A-kinase anchoring proteins, MicroRNA protein coding host genes, Minor histocompatibility antigens
158798	AKAP14	A-kinase anchoring protein 14	A-kinase anchoring proteins
8227	AKAP17A	A-kinase anchoring protein 17A	A-kinase anchoring proteins, Pseudoautosomal region 1
56672	AKIP1	A-kinase interacting protein 1	
79647	AKIRIN1	akirin 1	
55122	AKIRIN2	akirin 2	
80709	AKNA	AT-hook transcription factor	
254268	AKNAD1	AKNA domain containing 1	
10327	AKR1A1	aldo-keto reductase family 1 member A1	Aldo-keto reductases
231	AKR1B1	aldo-keto reductase family 1 member B	Aldo-keto reductases
57016	AKR1B10	aldo-keto reductase family 1 member B10	Aldo-keto reductases
441282	AKR1B15	aldo-keto reductase family 1 member B15	Aldo-keto reductases
1645	AKR1C1	aldo-keto reductase family 1 member C1	Aldo-keto reductases
1646	AKR1C2	aldo-keto reductase family 1 member C2	Aldo-keto reductases
8644	AKR1C3	aldo-keto reductase family 1 member C3	Aldo-keto reductases
1109	AKR1C4	aldo-keto reductase family 1 member C4	Aldo-keto reductases
340811	AKR1C8	aldo-keto reductase family 1 member C8	Aldo-keto reductases
6718	AKR1D1	aldo-keto reductase family 1 member D1	Aldo-keto reductases
83592	AKR1E2	aldo-keto reductase family 1 member E2	Aldo-keto reductases
8574	AKR7A2	aldo-keto reductase family 7 member A2	Aldo-keto reductases
22977	AKR7A3	aldo-keto reductase family 7 member A3	Aldo-keto reductases
246181	AKR7L	aldo-keto reductase family 7 like (gene/pseudogene)	
207	AKT1	AKT serine/threonine kinase 1	Pleckstrin homology domain containing, AKT kinases
84335	AKT1S1	AKT1 substrate 1	MTOR complex 1
208	AKT2	AKT serine/threonine kinase 2	Pleckstrin homology domain containing, AKT kinases, MicroRNA protein coding host genes
10000	AKT3	AKT serine/threonine kinase 3	Pleckstrin homology domain containing, AKT kinases
64400	AKTIP	AKT interacting protein	Ubiquitin conjugating enzymes E2, FHF complex
210	ALAD	aminolevulinate dehydratase	
211	ALAS1	5'-aminolevulinate synthase 1	
212	ALAS2	5'-aminolevulinate synthase 2	
213	ALB	albumin	Albuminoid family
214	ALCAM	activated leukocyte cell adhesion molecule	Ig-like cell adhesion molecule family, C2-set domain containing, CD molecules, V-set domain containing
216	ALDH1A1	aldehyde dehydrogenase 1 family member A1	Aldehyde dehydrogenases
8854	ALDH1A2	aldehyde dehydrogenase 1 family member A2	Aldehyde dehydrogenases
220	ALDH1A3	aldehyde dehydrogenase 1 family member A3	Aldehyde dehydrogenases
219	ALDH1B1	aldehyde dehydrogenase 1 family member B1	Aldehyde dehydrogenases
10840	ALDH1L1	aldehyde dehydrogenase 1 family member L1	Aldehyde dehydrogenases
160428	ALDH1L2	aldehyde dehydrogenase 1 family member L2	Aldehyde dehydrogenases
217	ALDH2	aldehyde dehydrogenase 2 family member	MicroRNA protein coding host genes, Aldehyde dehydrogenases
218	ALDH3A1	aldehyde dehydrogenase 3 family member A1	Aldehyde dehydrogenases
224	ALDH3A2	aldehyde dehydrogenase 3 family member A2	Aldehyde dehydrogenases
221	ALDH3B1	aldehyde dehydrogenase 3 family member B1	Aldehyde dehydrogenases
222	ALDH3B2	aldehyde dehydrogenase 3 family member B2	Aldehyde dehydrogenases
8659	ALDH4A1	aldehyde dehydrogenase 4 family member A1	MicroRNA protein coding host genes, Aldehyde dehydrogenases
7915	ALDH5A1	aldehyde dehydrogenase 5 family member A1	Aldehyde dehydrogenases
4329	ALDH6A1	aldehyde dehydrogenase 6 family member A1	Aldehyde dehydrogenases
501	ALDH7A1	aldehyde dehydrogenase 7 family member A1	Aldehyde dehydrogenases
64577	ALDH8A1	aldehyde dehydrogenase 8 family member A1	Aldehyde dehydrogenases
223	ALDH9A1	aldehyde dehydrogenase 9 family member A1	Aldehyde dehydrogenases
126133	ALDH16A1	aldehyde dehydrogenase 16 family member A1	Aldehyde dehydrogenases
5832	ALDH18A1	aldehyde dehydrogenase 18 family member A1	Aldehyde dehydrogenases
226	ALDOA	aldolase, fructose-bisphosphate A	Aldolases
229	ALDOB	aldolase, fructose-bisphosphate B	Aldolases
230	ALDOC	aldolase, fructose-bisphosphate C	Aldolases, Endoribonucleases
56052	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	Glycosyl transferases group 1 domain containing
644974	ALG1L2	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2	Glycosyl transferases group 1 domain containing
85365	ALG2	ALG2 alpha-1,3/1,6-mannosyltransferase	Glycosyl transferases group 1 domain containing
10195	ALG3	ALG3 alpha-1,3- mannosyltransferase	Dolichyl D-mannosyl phosphate dependent mannosyltransferases
29880	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase	Glycosyltransferase family 2
29929	ALG6	ALG6 alpha-1,3-glucosyltransferase	Alpha-1,3-glucosyltransferases
